issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,9,Desing,...hnology in the 21st Century and Unit 2: **Desing** Project consist of:  - core knowledge a...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,The word 'Desing' is a misspelling of 'Design'.
1,13,diesel     - electric,...otor vehicles for example:     - petrol/**diesel     - electric**   - household products for example:    ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The hyphen is a formatting artifact from the PDF conversion, separating list items rather than forming a compound word."
2,13,Frank Lloyd-Wright,...   - Product Design pathway only:     - **Frank Lloyd-Wright**     - Alessi & Co.  - the cyclic proces...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,80,The standard spelling of the architect's name is 'Frank Lloyd Wright' without a hyphen.
3,17,electronical,"...dback in a system - measurements within **electronical** circuits, including:   - voltage volts ...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Electronical' is a misspelling; the correct word is 'electronic'.
4,18,dc,"...liquid crystal display (LCD)   - motors **dc** motors, servo, stepper   - solenoids. -...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'dc motors' is a standard and acceptable technical term for direct current motors.
5,18,darlington,... including:   - transistor circuits   - **darlington** pair circuits   - thyristor circuits   ...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,'Darlington' is a proper noun and should be capitalized when referring to the 'Darlington pair circuits'.
6,19,levers,"...defined as input, process, output - the **levers** classification, including:   - class 1 ...",PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,90,The phrase should be 'the lever classification' or 'the classification of levers' for grammatical correctness.
7,20,dc,"... spur gears, worm gears, belts, motors (**dc** motors, stepper, servo)   - electrical ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'dc motors' is a standard and acceptable technical term for direct current motors.
8,22,strengthelasticityabsorbencydurabilityinsulationflammabilitywater,"...ve inherent properties, for example:<br>**strengthelasticityabsorbencydurabilityinsulationflammabilitywater** repellenceanti-staticresistance to acid...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,Multiple words have been merged together due to a PDF-to-text conversion error.
9,22,repellenceanti-staticresistance,"...cydurabilityinsulationflammabilitywater **repellenceanti-staticresistance** to acid, bleach and sunlight.that fibre...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words have been merged together due to a PDF-to-text conversion error, and 'anti-static' requires a hyphen."
10,22,that,"...resistance to acid, bleach and sunlight.**that** fibres can be blended or mixed to impro...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"A space is missing after the period, indicating a parsing error from PDF to text."
11,22,cottonMixture,"...d cotton, silk and viscose, hemp<br>and **cottonMixture**: cotton and wool, elastane with wool, n...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"A period and space are missing between 'cotton' and 'Mixture', indicating a parsing error."
12,22,that,"...elastane with wool, nylon<br>and cotton.**that** polymers can be natural or synthetic<br...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"A space is missing after the period, indicating a parsing error from PDF to text."
13,22,weighthardnesselasticityconductivity,"...properties of polymers, for example:<br>**weighthardnesselasticityconductivity**/insulationtoughnessstrength.Learners sh...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple properties are concatenated without spaces or punctuation, indicating a parsing error."
14,22,insulationtoughnessstrength,...br>weighthardnesselasticityconductivity/**insulationtoughnessstrength**.Learners should be able to distinguish ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple properties are concatenated without spaces or punctuation, indicating a parsing error."
15,24,NomexKevlar,...pose including:Aramid fibres; including:**NomexKevlar**.Carbon fibreGeotextiles used in agricul...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two distinct proper nouns are concatenated without a separator, indicating a parsing error."
16,24,fibreGeotextiles,"...id fibres; including:NomexKevlar.Carbon **fibreGeotextiles** used in agriculture, construction and l...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two distinct types of materials are concatenated without a separator, indicating a parsing error."
17,24,landscapingWindproof,"...s used in agriculture, construction and **landscapingWindproof** materials made by very close weave cons...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two distinct list items are concatenated without proper punctuation or separation, indicating a parsing error."
18,24,photochromicthermochromicmicro-encapsulationphase,"...ironment or external stimuli, including:**photochromicthermochromicmicro-encapsulationphase** changing materials (PCMs).conductive th...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple types of materials are concatenated without spaces or punctuation, indicating a parsing error."
19,24,materialselectronic,...materials (PCMs).conductive threads and **materialselectronic** textiles (e-textiles) that contain elec...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two distinct items are concatenated without a separator, indicating a parsing error."
20,24,monitorsheating,"...ts and circuits, for example:heart rate **monitorsheating** elements.breathable materials, for exam...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'monitors' and 'heating' are merged due to a PDF parsing error and should be separated.
21,24,breathable,"...ple:heart rate monitorsheating elements.**breathable** materials, for example:Gore-tex.Microfi...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The word 'breathable' is correctly spelled and used in context.
22,24,materialscalculate,"...antities and costs based on best use of **materialscalculate** costs, sizes and quantities for compone...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'materials' and 'calculate' are merged due to a PDF parsing error and should be separated.
