issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The phrase 'of any of' is grammatically correct and used appropriately in the sentence.
1,13,basic necessities,...conomic disintegration and shortages of **basic necessities**   - the rise of the Petrograd Soviet an...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Basic necessities' is a correct and commonly used phrase.
2,19,the how,...ruct a list of terms of the NEP showing **the how** different part of the economy were chan...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,The phrase 'the how' is grammatically incorrect in this context; it should be 'how' or 'the way'.
3,22,Collectivization,...of these policies.  ##### Website(s):  [**Collectivization** -](https://www.britannica.com/money/col...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The spelling 'Collectivization' appears in a website link title, likely reflecting the source's spelling, while the main text uses 'Collectivism' and 'Collectivisation'."
4,24,eastern Europe,...d the advance of the Soviet army across **eastern Europe**.  ##### Activity:  Explain how the Alli...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,'Eastern Europe' refers to a specific geopolitical region and should be capitalized as a proper noun.
5,25,eastern Europe,"... the imposition of communist regimes in **eastern Europe**, and the Warsaw Pact.  The impact of th...",PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,'Eastern Europe' refers to a specific geopolitical region and should be capitalized as a proper noun.
6,25,"""","... The setting up of the Soviet bloc, the **""**Iron Curtain – the problem of divided Be...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'&quot;' is an HTML entity for a double quote, indicating a parsing error from PDF to markdown."
7,25,of USA,... Soviet Union:  - a) with the agreement **of USA**/UK - b) without the agreement of USA/UK...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"The phrase 'of USA' is grammatically correct, and 'USA' is correctly capitalized as an acronym."
8,25,of USA,"...nt of USA/UK - b) without the agreement **of USA**/UK, and list those other countries forc...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"The phrase 'of USA' is grammatically correct, and 'USA' is correctly capitalized as an acronym."
9,25,eastern Europe,...understand how the Soviet army occupied **eastern Europe** and why relations with their former all...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,'Eastern Europe' refers to a specific geopolitical region and should be capitalized as a proper noun.
10,25,eastern Europe,... the imposition of Communist regimes in **eastern Europe** and other factors in the onset and deve...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,Eastern Europe is a proper noun and should be capitalized.
11,26,in 1930s,"...and deliberate famines, such as Ukraine **in 1930s**.                                       ...",PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,"The definite article 'the' is required before a decade (e.g., 'in the 1930s')."
12,26,in 1930s,...ity on Stalin's drive for modernisation **in 1930s** could be done with smaller groups takin...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,"The definite article 'the' is required before a decade (e.g., 'in the 1930s')."
13,27,marginalised,"...ples.<br>Options allow for the study of **marginalised** regions of the world, the histories of ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,Marginalised is the correct British English spelling.
14,30,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Evidence-based is a standard compound adjective and requires a hyphen.
15,31,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Cross-curricular is a standard compound adjective and requires a hyphen.
