issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The phrase 'of any of the other selected units' is grammatically correct and stylistically acceptable in British English.
1,11,all of the,"...nformation, so all learners end up with **all of the** information.  ### Outcome:  Learners ca...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The phrase 'all of the information' is a common and grammatically correct construction in British English.
2,12,LadogaNovgorod,"...the lands of the Rus, including:Staraya **LadogaNovgorod** and Kyiv.                              ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'Ladoga' and 'Novgorod' have been merged during PDF-to-text conversion and should be separated.
3,24,British isles,...shing Viking rule in the Danelaw in the **British isles**                                        ...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'British Isles' is a proper noun and requires capitalization of both words.
4,26,br,"...p(s):<br><i>Penguin Historical Atlas of<**br**/>the Vikings,</i> by John<br>Haywood, p...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The '<br/>' tag is a markdown formatting artifact for a line break within a table cell and not a linguistic error.
5,26,br,"... Book(s):<br><i>Viking Expansion c.750-<**br**/>1050,</i> by Chris Culpin,<br>chapter ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The '<br/>' tag is a markdown formatting artifact for a line break within a table cell and not a linguistic error.
6,26,br,"...| |  | <i>Oxford Illustrated History of<**br**/>the Vikings,</i> by Peter<br>Swayer, c...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The '<br/>' tag is a markdown formatting artifact for a line break within a table cell and not a linguistic error.
7,27,Anglo Saxon,"...glo-Saxon kingdom of Wessex.  The rival **Anglo Saxon** kingdoms of East Anglia, Mercia, Northu...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"This is a hyphenation issue ('Anglo-Saxon') which, per instructions, should not be reported as an error due to potential parsing artifacts."
8,31,British isles,...  | 3.1.5 The end of Danish rule in the **British isles**                                        ...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'British Isles' is a proper noun and requires capitalization of both words.
9,31,Christianitythe,...:Harald Bluetooth and his conversion to **Christianitythe** response to the Massacre of St Brice's ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'Christianity' and 'the' have been merged during PDF-to-text conversion and should be separated.
10,31,Forkbeardthe,"...a) Empire, including:the reign of Svein **Forkbeardthe** reign of Cnut.                      | S...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'Forkbeard' and 'the' are merged due to a PDF conversion artifact.
11,34,1066,...g the throne of Denmark to Sweyn II. In **1066** he invaded northern England to claim th...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The year '1066' is correctly used in the sentence and does not constitute an error.
12,36,The are,"...uler compared<br>to Svein Forkbeard.<br>**The are** also opportunities for debates, such as...",PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,The phrase 'The are' is incorrect; it should be 'There are' for proper subject-verb agreement.
13,36,eastern Europe,...orthern Atlantic and kept the rivers of **eastern Europe** navigable through the winter.          ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'eastern Europe' is a correct geographical term and is used appropriately in the context.
14,40,happenedAsking,... the most important reason why an event **happenedAsking** questions for clarification and develop...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'happened' and 'Asking' are merged, likely due to a PDF conversion artifact; it should be 'happened. Asking'."
15,41,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,"The compound adjective 'evidence-based' requires a hyphen in British English, indicating a parsing error from PDF conversion."
16,45,Anglo Saxon,...                                    | | **Anglo Saxon**          | Descendants of the German tr...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,"The proper noun 'Anglo-Saxon' requires a hyphen, indicating a parsing error from PDF conversion."
17,45,northern Europe,"...rn term used to describe the climate of **northern Europe**,<br>in particular, between 700 and 1200...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'northern Europe' is a correct geographical term and is used appropriately in the context.
