issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The phrase 'of any of' is grammatically correct and appropriate in this context.
1,7,eassessment,"...ment of Unit 2 digitally through WJEC's **eassessment** platform.  # <span id=""page-6-2""></span...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'eassessment' is used as part of a specific platform name ('WJEC's eassessment platform') and is a plausible stylistic choice for a proper noun or technical term.
2,8,be able demonstrate,...cted historical topic.  Learners should **be able demonstrate** skills of analysis and evaluation when ...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,The phrase 'be able demonstrate' is grammatically incorrect; it should be 'be able to demonstrate'.
3,12,Wien,... engraving<br>Kunst Historisches Museum **Wien** – painting                             ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,'Wien' is the German name for Vienna and is correctly used as part of the proper noun 'Kunst Historisches Museum Wien'.
4,16,the either the,...a starting point develop an overview of **the either the** Battle of Mohács or the Siege of Vienna...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,The phrase 'the either the' contains a superfluous 'the' and is grammatically incorrect; it should be 'either the'.
5,16,.,... Battle of Mohács or the Siege of Vienna**.** Look for contemporary sources and histo...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The period is correctly used as sentence-ending punctuation, and the issue is likely a parsing artifact related to spacing or tokenization."
6,23,Empire′s,"...0of%20his%20legal%20reforms,)  [Ottoman **Empire′s**](https://www.discoveryuk.com/monarchs-a...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The character '′' is an OCR artifact and should be replaced with a standard apostrophe to form 'Empire's'.
7,24,inflationthe,"...demographic changes, food shortages and **inflationthe** costs of war, government and the royal ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'inflationthe' is a clear parsing error where two words, 'inflation' and 'the', have been merged."
8,26,Encyclopedia,...%20a%20brilliant%20military%20leader.) [**Encyclopedia**.com](https://www.encyclopedia.com/histo...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"'Encyclopedia.com' is a proper noun and brand name, and its capitalisation should be preserved."
9,26,Empire′s,"...most%20formidable%20leaders,)  [Ottoman **Empire′s**](https://www.discoveryuk.com/monarchs-a...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The character '′' is an OCR artifact and should be replaced with a standard apostrophe to form 'Empire's'.
10,31,happenedAsking,... the most important reason why an event **happenedAsking** questions for clarification and develop...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'happened' and 'Asking' have been incorrectly merged due to a PDF-to-text conversion error.
11,32,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,This is a hyphenation issue ('evidence-based') which should be treated as a parsing artifact and not reported as per instructions.
12,33,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,This is a hyphenation issue ('cross-curricular') which should be treated as a parsing artifact and not reported as per instructions.
13,35,Organisation,...--------------------  | Planning and<br>**Organisation** | There are many opportunities to inclu...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The word 'Organisation' is correctly capitalised as part of a table header, which typically uses title case."
14,35,organisation,...y opportunities to include planning and **organisation** in GCSE History. These opportunities ar...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The word 'organisation' is correctly lowercased as a common noun within the sentence.
15,35,Organisation,...w are some examples of how Planning and **Organisation** can be embedded into teaching and learn...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The phrase 'Planning and Organisation' is capitalised here to refer to a specific skill category, consistent with its use as a heading."
