issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The phrase 'of any of' is grammatically correct and appropriate in the given context.
1,7,eassessment,"...ment of Unit 2 digitally through WJEC's **eassessment** platform  <span id=""page-6-2""></span>  ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'eassessment' is an accepted compound term, often used without a hyphen in technical or platform-specific contexts."
2,8,be able demonstrate,...cted historical topic.  Learners should **be able demonstrate** skills of analysis and evaluation when ...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,"The infinitive 'to' is missing after 'be able', making the phrase 'be able demonstrate' grammatically incorrect."
3,9,yersinia pestis,...o c.750 as the first outbreak of the <i>**yersinia pestis**</i> plague.<br>The differences between ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Yersinia pestis' is the correct scientific name for the bacterium and is appropriately italicized.
4,9,endemiccreate,"...y define plague, pandemic, epidemic and **endemiccreate** a timeline to show the overview of pand...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'endemic' and 'create' are merged due to a parsing error, lacking a space or punctuation between them."
5,9,pandemicsoutline,...eate a timeline to show the overview of **pandemicsoutline** what happened during the Justinian plag...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'pandemics' and 'outline' are merged due to a parsing error, lacking a space or punctuation between them."
6,9,plagueexplain,...line what happened during the Justinian **plagueexplain** the similarities and differences betwee...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'plague' and 'explain' are merged due to a parsing error, lacking a space or punctuation between them."
7,9,plagueOutcome,...erences between the three main types of **plagueOutcome**:<br>Learners can demonstrate that they ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'plague' and 'Outcome' are merged due to a parsing artifact, as 'Outcome' appears to be a heading for the subsequent text."
8,9,WikipediaPlague,...er plagues. | Website(s):<br>Pandemic - **WikipediaPlague** (disease) - WikipediaEpidemic - Wikiped...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'Wikipedia' and 'Plague' are merged due to a parsing error, lacking a space or punctuation between them."
9,9,WikipediaEpidemic,...>Pandemic - WikipediaPlague (disease) - **WikipediaEpidemic** - WikipediaEndemic (epidemiology) - Wik...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'Wikipedia' and 'Epidemic' are merged due to a parsing error, lacking a space or punctuation between them."
10,9,WikipediaEndemic,...aPlague (disease) - WikipediaEpidemic - **WikipediaEndemic** (epidemiology) - WikipediaPlague was on...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The tool incorrectly merged 'Wikipedia' from a previous link with 'Endemic' from the start of the next link's title due to PDF-to-text conversion.
11,9,WikipediaPlague,...mic - WikipediaEndemic (epidemiology) - **WikipediaPlague** was one of history's deadliest diseases...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The tool incorrectly merged 'Wikipedia' from a previous link with 'Plague' from the start of the next link's title due to PDF-to-text conversion.
