issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The phrase 'of any of' is grammatically correct and appropriate in this context.
1,9,mid fourteenth,...uk/>**  ## 1.2 Background: Wales in the **mid fourteenth** century (Each option begins with a back...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The phrasing 'mid fourteenth century' is acceptable, and hyphenation of compound adjectives is often a stylistic preference rather than an absolute error."
2,17,Hanmerliving,"...ife, including:his marriage to Margaret **Hanmerliving** as the lord of Sycharth. | Marriage int...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,'Hanmerliving' is a merged word resulting from a PDF parsing error; it should be 'Hanmer living'.
3,28,lawsGlyndwr,"...uding:the impact of Henry IV's<br>penal **lawsGlyndwr**'s success at Bryn<br>Glas, 1402. | The ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'lawsGlyndwr' is a merged word from a parsing error; it should be separated by punctuation and a space, likely 'laws. Glyndwr's'."
4,33,Frenchthe,...rtite Indenture and the treaty with the **Frenchthe** Pennal Letter. | The 1405 agreement wit...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'Frenchthe' is a merged word resulting from a PDF parsing error; it should be 'French and the' or 'French, the'."
5,34,Triparte,...r-and-the-welsh-revolt)  #### Map(s):  [**Triparte**](https://commons.wikimedia.org/wiki/Fil...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Triparte' is a misspelling of the correct word 'Tripartite'.
6,34,"""","...f Wales,* by Terry Breverton, Chapter 9 **""**The Rise and Fall of  {35}--------------...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"`&quot;` is an HTML entity for a double quote, indicating a parsing artifact rather than a linguistic error."
7,39,Daroganbecoming,"...putation, including:the myth of the Mab **Daroganbecoming** a symbol of Welsh nationalism.         ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,'Daroganbecoming' is a merged word resulting from a PDF parsing error; it should be 'Darogan becoming'.
8,41,Mid Wales,...-owain-glyndwr-16-september.pdf) Day - [**Mid Wales**](https://downloads.bbc.co.uk/wales/arch...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,'Mid Wales' is the correct and commonly accepted geographical term for the region.
9,42,The are,"...r<br>than the weakness of the Welsh.<br>**The are** also opportunities for debates, such<br...",PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,'The are' is an absolute grammatical error; it should be 'There are'.
10,42,Mid Wales,"... also the Parliament in Machynlleth,<br>**Mid Wales**.                                       ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,Mid Wales is a proper geographical name and is correctly capitalized and unhyphenated in this context.
11,42,ExamplesLearners,...                                      | **ExamplesLearners** are encouraged to debate and respond to...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'Examples' and 'Learners' have been merged due to a PDF parsing error, likely from a bolded heading followed by text."
12,42,ExamplesLearners,...                                      | **ExamplesLearners** can use a range of reading techniques s...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'Examples' and 'Learners' have been merged due to a PDF parsing error, likely from a bolded heading followed by text."
13,45,happenedAsking,... the most important reason why an event **happenedAsking** questions for clarification and develop...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'happened' and 'Asking' have been merged due to a PDF parsing error, requiring separation and appropriate punctuation."
14,46,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"This is a hyphenation issue, which, according to instructions, should be treated as a parsing artifact and not reported."
15,47,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"This is a hyphenation issue, which, according to instructions, should be treated as a parsing artifact and not reported."
