issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The phrase 'of any of' is grammatically correct and clear in this context.
1,7,eassessment,"...ment of Unit 2 digitally through WJEC's **eassessment** platform.  # <span id=""page-6-2""></span...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,85,"The standard British English spelling for this term is 'e-assessment', with a hyphen."
2,9,RalliesPropagandaNazi,...e Lean Years of 1924-1929 including:<br>**RalliesPropagandaNazi** Bamberg ConferenceGausElectionsCreate a...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words have been merged due to PDF extraction, which should be separated in a list."
3,9,ConferenceGausElectionsCreate,...uding:<br>RalliesPropagandaNazi Bamberg **ConferenceGausElectionsCreate** a comic-book strip to understand the Mu...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words have been merged due to PDF extraction, which should be separated in a list."
4,12,March of 1933,"...tion camp is established as early<br>as **March of 1933**, with the creation of<br>Dachau. They u...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The phrasing 'as early as March of 1933' is grammatically correct and stylistically acceptable.
5,18,Churchthe,...h and the emergence of the Confessional **Churchthe** development of the National Reich Churc...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two words, 'Church' and 'the', have been merged due to PDF extraction."
6,18,Churchdebate,...ncordat to the rise of the Confessional **Churchdebate**: Why did the Nazi regime seek control o...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two words, 'Church' and 'debate', have been merged due to PDF extraction, and 'debate' likely introduces a new activity."
7,22,with regards to,"...ehran, Potsdam and Yalta conferences<br>**with regards to** signalling the end of the<br>Nazi regim...",PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,"While 'with regard to' or 'regarding' are often preferred in formal writing, 'with regards to' is widely accepted and not an objective grammatical error."
8,23,with regards to,...lexity of complicity and responsibility **with regards to** the Nazi regime. Advanced activities: D...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,"While 'with regard to' or 'regarding' are often preferred in formal writing, 'with regards to' is widely accepted and not an objective grammatical error."
9,28,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The compound adjective 'evidence-based' requires a hyphen when preceding the noun it modifies.
10,29,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The missing hyphen in 'crosscurricular' is likely a parsing error, as the heading on the same page uses the hyphenated form 'Cross-curricular'."
