issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The phrase 'of any of' is grammatically correct and appropriate in the given context.
1,9,western Europe,"... eleventh<br>century Christianity in<br>**western Europe**. | The meaning of the term<br>crusade, ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'western Europe' is a grammatically acceptable and commonly used geographical term, and capitalization is often a stylistic choice."
2,17,whether or not,...tured. Discuss the reasons for this and **whether or not** it can ever be justified.  ### Advanced...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The phrase 'whether or not' is grammatically correct and commonly used, and its inclusion is a stylistic choice."
3,18,Tripolithe,"...gdoms of Edessa, Antioch, Jerusalem and **Tripolithe** roles of crusading military orders like...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'Tripolithe' is an OCR artifact; it should be 'Tripoli; the' or 'Tripoli, the' to separate the kingdom from the subsequent list item."
4,21,al-Din,...org/wiki/Second_Crusade#Muslims)  [Imad **al-Din** Zengi -](https://en.wikipedia.org/wiki/...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'al-Din' is correctly used as part of a proper noun (Imad al-Din Zengi).
5,21,al-Din,...wiki/Imad_al-Din_Zengi) Wikipedia  [Nur **al-Din** Zengi -](https://en.wikipedia.org/wiki/...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'al-Din' is correctly used as part of a proper noun (Nur al-Din Zengi).
6,24,Hattinthe,"... the Holy Land, including:the Battle of **Hattinthe** capture of Jerusalem. | The rise to pow...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'Hattinthe' is an OCR artifact; it should be 'Hattin; the' or 'Hattin, the' to separate the battle from the subsequent list item."
7,26,I on,... understanding of the impact of Richard **I on** the Third Crusade.  ### Advanced activi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"'Richard I on' is grammatically correct, with 'I' being a Roman numeral for King Richard."
8,28,heroworshipped,"...d both Richard I and Salah ad-Din, each **heroworshipped** by their own supporters and demonised b...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Heroworshipped' is an acceptable closed compound form, and hyphenation of compound words is often a stylistic preference not to be flagged as per instructions."
9,30,Republicthe,...cluding:the involvement of the Venetian **Republicthe** attack on Constantinople. | Plan to rec...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'Republicthe' is an OCR artifact; it should be 'Republic; the' or 'Republic, the' to separate the two distinct events in the list."
10,34,br,"...ook(s):<br><i>The Crusades Through Arab<**br**/>Eyes</i> by Amin Maalouf, part 5<br><i...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"The `<br/>` tag is a markdown artifact from PDF conversion, not a linguistic error."
11,34,br,...art 5<br><i>The World of the Crusades –<**br**/>an illustrated history</i> by<br>Chris...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"The `<br/>` tag is a markdown artifact from PDF conversion, not a linguistic error."
12,34,br,...br>6<br><i>God's War – a new history of<**br**/>the Crusades</i> by Christopher<br>Tye...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"The `<br/>` tag is a markdown artifact from PDF conversion, not a linguistic error."
13,34,it on,...br>this<br>could be done by locating<br>**it on** a map of the Holy<br>Land and adding de...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"The phrase 'locating it on a map' is grammatically correct, treating `<br>` as a space."
14,41,The are,"...                                      | **The are** also opportunities for debates, such<br...",PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,'The are' is an absolute grammatical error; it should be 'There are'.
15,45,happenedAsking,... the most important reason why an event **happenedAsking** questions for clarification and develop...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,'happenedAsking' is a parsing error where a period and space are missing between 'happened' and 'Asking'.
16,46,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,'evidencebased' should be hyphenated as 'evidence-based' when used as a compound adjective.
17,50,western Europe,... Pope and the rulers of countries in<br>**western Europe** about who had the power to appoint bish...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,'Western Europe' is a proper noun and requires capitalization of 'Western'.
18,50,central Asia,...slims who moved into the Near East from **central Asia**.                                       ...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,'Central Asia' is a proper noun and requires capitalization of 'Central'.
