issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The phrase 'of any of' is grammatically correct and appropriate in this context.
1,12,Cyfarthathe,... ironmasters including the Crawshays of **Cyfarthathe** living and working conditions of the pe...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The word 'Cyfarthathe' is a parsing error where 'Cyfarthfa' and 'the' have merged, and a comma is missing after the proper noun."
2,12,Guestthe,...lt about William Crawshay II and Josiah **Guestthe** attitudes towards the workers of these ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The word 'Guestthe' is a parsing error where 'Guest' and 'the' have merged, and a comma is missing after the proper noun."
3,14,Lewis Lewis,...the sacking of 'puddlers' - the role of **Lewis Lewis** - raising of the red flag - events at t...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Lewis Lewis' is a proper name and is correctly used in the context of a historical figure.
4,16,Walesproblems,...ature of land ownership in west and mid **Walesproblems** for rural communities including tithes ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The word 'Walesproblems' is a parsing error where 'Wales' and 'problems' have merged, and a comma is missing."
5,16,placethe,...xplains:the places where the riots took **placethe** underlying tensions in rural communitie...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The word 'placethe' is a parsing error where 'place' and 'the' have merged, and a comma is missing."
6,16,communitieswhat,...k placethe underlying tensions in rural **communitieswhat** group in society owned the most farmlan...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The word 'communitieswhat' is a parsing error where 'communities' and 'what' have merged, and a comma is missing."
7,16,farmlandthe,...ieswhat group in society owned the most **farmlandthe** process of enclosurethe payment of tith...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The word 'farmlandthe' is a parsing error where 'farmland' and 'the' have merged, and a comma is missing."
8,16,enclosurethe,...y owned the most farmlandthe process of **enclosurethe** payment of tithesthe impact of the New ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The word 'enclosurethe' is a parsing error where 'enclosure' and 'the' have merged, and a comma is missing."
9,16,tithesthe,...dthe process of enclosurethe payment of **tithesthe** impact of the New Poor Lawthe establish...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The word 'tithesthe' is a parsing error where 'tithes' and 'the' have merged, and a comma is missing."
10,16,Lawthe,...ent of tithesthe impact of the New Poor **Lawthe** establishment of turnpike trusts.Using ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"This is a parsing error where two words, 'Law' and 'the', have been merged during PDF conversion."
11,16,turnpike,...of the New Poor Lawthe establishment of **turnpike** trusts.Using the background section of ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The word 'turnpike' is correctly spelled and used in the historical term 'turnpike trusts'.
12,16,landlordthe,...ollowing explaining your grievances:the **landlordthe** local Anglican ministerthe local Member...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"This is a parsing error where two words, 'landlord' and 'the', have been merged during PDF conversion."
13,16,ministerthe,...ievances:the landlordthe local Anglican **ministerthe** local Member of Parliament. <b>Outcome:...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"This is a parsing error where two words, 'minister' and 'the', have been merged during PDF conversion."
14,21,Lawradicalism,...loyment and the impact of the 1834 Poor **Lawradicalism** and the outcomes of the Great Reform Ac...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"This is a parsing error where two words, 'Law' and 'radicalism', have been merged during PDF conversion."
15,24,longterm,... Williams.  The short-term failures and **longterm** successes of the Chartist movement.  ##...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The instruction explicitly states not to report hyphenation issues, and 'longterm' is a stylistic variation of 'long-term'."
16,25,Inquiry,...ng (hours) |  | | • the reasons for the **Inquiry**<br>into the State of Education<br>in Wa...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Inquiry' is correctly spelled and capitalized as part of the proper noun 'the Inquiry into the State of Education in Wales'.
17,25,Inquiry,... - Report of the<br>Commissioners of<br>**Inquiry** into the State<br>of Education in<br>Wa...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Inquiry' is correctly spelled and capitalized as part of the proper noun 'Report of the Commissioners of Inquiry into the State of Education in Wales'.
18,27,Inquiry,...s a class. Consider the findings of the **Inquiry** into the State of Education in Wales: c...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Inquiry' is correctly spelled and capitalized as part of the proper noun 'the Inquiry into the State of Education in Wales'.
19,27,Inquiry,...) and negative (unfair) findings of the **Inquiry**. Consider issues such as who was interv...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Inquiry' is correctly spelled and capitalized as part of the proper noun 'the Inquiry'.
20,27,Inquiry,"...as the basis for a debate: Overall, the **Inquiry** into the State of Education in Wales wa...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The word 'Inquiry' is correctly capitalized as part of the proper noun 'the Inquiry into the State of Education in Wales'.
21,27,Inquiry,...-|---------| | •<br>the findings of the **Inquiry**<br>into the State of Education<br>in Wa...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The word 'Inquiry' is correctly capitalized as part of the proper noun 'the Inquiry into the State of Education in Wales'.
