issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The phrase 'of any of' is grammatically correct and fits the context perfectly.
1,9,central Asia,...----| | • the origins of the Mughals in **central Asia** and the reasons for their spread into S...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,'Central Asia' is a proper geographical name and should be capitalized.
2,9,central Asia,...read into South Asia. | The location of **central Asia**.<br>The origins of the Mughals includin...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,'Central Asia' is a proper geographical name and should be capitalized.
3,16,Lahorethe,"...erial camps at Agra, Fatehpur Sikri and **Lahorethe** role of Mughal officials and methods of...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,'Lahorethe' is a parsing error where 'Lahore' and 'the' have been merged.
4,16,citati,...r>Quotes from Abu'l-Fazl<br>ibn Mubarak **citati**<br>Summary of Akbar's<br>Religious Poli...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,"'citati' is likely a truncated word, probably 'citations', resulting from a parsing error."
5,22,and,...ivities:  - Discussion what are the arts** and** why are they important? - Summarise why...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The word 'and' is correctly used as a conjunction in this context; the issue lies with missing punctuation or capitalization elsewhere in the sentence.
6,22,Minature,.../14.%20Siful%20&%20Shakti.pdf)  [Mughal **Minature**](https://www.rub.ac.bd/assets/files/pub...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Minature' is a misspelling of the word 'Miniature'.
7,25,shortterm,... of succession including their long and **shortterm** impact on the empire.  #### Advanced ou...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"'shortterm' should be hyphenated as 'short-term' when used as a compound adjective, indicating a parsing error from PDF conversion."
8,28,kPa,...    | | Pressure                | 101.3 **kPa**               | | Result               ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'kPa' is a standard and correctly used abbreviation for kilopascal.
9,32,ExamplesDebating,...-------------------------| |          | **ExamplesDebating** the most important reason why an event ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,'ExamplesDebating' is a parsing error where 'Examples' and 'Debating' have been merged.
10,32,ExamplesRole,"...ontent of their writing. | |          | **ExamplesRole** modelling of answers through teacher, p...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The word 'Examples' has merged with 'Role' due to a PDF parsing error; they should be separated.
11,33,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"The issue is a hyphenation suggestion for a compound adjective, which the instructions explicitly state not to report as an error."
12,34,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"The issue is a hyphenation suggestion for a compound adjective, which the instructions explicitly state not to report as an error."
