issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The phrase 'of any of' is grammatically correct and appropriate in this context.
1,7,Assessment- Unit,"...an id=""page-6-1""></span>  ## Summary of **Assessment- Unit** 1  ### Unit 1: An in-depth study on Wel...",PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,80,The hyphen is incorrectly used as a separator in the heading; a colon or em-dash would be more appropriate.
2,23,I on,...in Wales. | The accession of<br>Richard **I on** the death<br>of Henry II and its<br>neg...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The phrase 'Richard I on the death' is grammatically correct; the tool incorrectly flagged 'I on' due to the line break.
3,26,Maelgwnthe,"...uding:difficult relations with his son, **Maelgwnthe** imprisoning of his sons Rhys Gryg and M...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"'Maelgwnthe' is a parsing error where 'Maelgwn' and 'the' have been merged, likely due to missing punctuation or a space."
4,29,Deheubarthto,... established himself<br>as the ruler of **Deheubarthto** discuss how powerful Lord Rhys was by t...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,'Deheubarthto' is a parsing error where 'Deheubarth' and 'to' have been merged.
5,29,straightforwardhow,...th or arguing<br>that it was simple and **straightforwardhow** powerful Lord Rhys was by the time of h...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,'straightforwardhow' is a parsing error where 'straightforward' and 'how' have been merged.
6,29,Croganhow,...il compared to the successes such as<br>**Croganhow** important the distractions for Henry we...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"'Croganhow' is a parsing error where 'Crogan' and 'how' have been merged, likely missing punctuation and a space."
7,31,are,"...he Becket controversy, the Great Revolt **are** also covered as well as the internation...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The verb 'are' correctly agrees with the plural subject 'Events' in the sentence.
8,33,ExamplesDebating,...-------------------------| |          | **ExamplesDebating** the most important reason why an event ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"'ExamplesDebating' is a parsing error where 'Examples' and 'Debating' have been merged, likely due to a missing line break or punctuation."
9,33,ExamplesRole,"...ontent of their writing. | |          | **ExamplesRole** modelling of answers through teacher, p...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"'ExamplesRole' is a parsing error where 'Examples' and 'Role' have been merged, likely due to a missing line break or punctuation."
10,34,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The issue is a missing hyphen in a compound adjective, but the instructions state not to report hyphenation issues, assuming they are parsing errors."
11,35,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The issue is a missing hyphen in a compound adjective, but the instructions state not to report hyphenation issues, assuming they are parsing errors."
12,38,western Europe,...              | The Christian Church in **western Europe** was led by the Pope in<br>Rome.        ...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,Western Europe is a proper noun referring to a specific geographical region and therefore requires capitalization of 'Western'.
