issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,13,',"...ration for the main task.  Use the 1950s**'** print, and the Canary girls and Vital R...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,The apostrophe is correctly used in '1950s' as an abbreviation for '1950s'.
2,13,12 minute,...en-in-the-first-world-war) (including a **12 minute** video)  [BBC Blogs -](https://www.bbc.c...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The phrase '12 minute' should be '12-minute' as a compound adjective.
3,13,',...et-haig-thomas)  # **Image(s):**  [1950s**'** educational](https://www.prints-online....,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,The apostrophe is correctly used in '1950s' as an abbreviation for '1950s'.
4,19,workingclass,...in Wales.  The hardships experienced by **workingclass** people in Wales and the ways in which t...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The word 'workingclass' should be 'working-class' with a hyphen.
5,19,in 1930s,...r-March/)  #### **Video(s):**  [Poverty **in 1930s**](https://www.youtube.com/watch?v=QqpNcH...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,The phrase 'in 1930s' should be 'in the 1930s' for grammatical correctness.
6,23,and,...s period in your locality. What are they** and** what are they about?  **Tourism** (use ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,The use of 'and' without a comma is acceptable in this context.
7,23,in 1930s,... 5.1 and 6.1  # **Video(s):**  [Poverty **in 1930s**](https://www.youtube.com/watch?v=QqpNcH...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,The phrase 'in 1930s' should be 'in the 1930s' for grammatical correctness.
8,24,rationing,...ow many calories per day per person did **rationing** allow for?</li><li>What perks did warti...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,The word 'rationing' is correctly used in this context.
9,33,years,...n in Wales: <ul><li>education and early **years** literature</li><li>changes in consumer ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,The phrase 'early years' is correctly used in this context.
10,14,',...rgaret-haig-thomas)  # Image(s):  [1950s**'** educational](https://www.prints-online....,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The apostrophe in '1950s'' is correctly used to indicate possession for the decade.
11,20,workingclass,...in Wales.  The hardships experienced by **workingclass** people in Wales and the ways in which t...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The compound adjective 'working-class' should be hyphenated.
12,20,in 1930s,...unger-March/)  #### Video(s):  [Poverty **in 1930s**](https://www.youtube.com/watch?v=QqpNcH...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'Poverty in 1930s Britain' is an acceptable and common title format.
13,24,and,...s period in your locality. What are they** and** what are they about?  **Tourism** (use ...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,The omission of a comma before 'and' connecting two short independent clauses is a stylistic choice and does not hinder clarity.
14,24,in 1930s,"...4.1, 5.1 and 6.1  # Video(s):  [Poverty **in 1930s**](https://www.youtube.com/watch?v=QqpNcH...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'Poverty in 1930s Britain' is an acceptable and common title format.
15,25,rationing,...ow many calories per day per person did **rationing** allow for?<br>• What perks did wartime ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The word 'rationing' is correctly used as a noun in this interrogative sentence.
16,34,workteenagers,...es in the lives of women at home and at **workteenagers** and the development of youth culture. |...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'work' and 'teenagers' are merged due to a parsing error and should be separated by punctuation.
17,34,literaturechanges,... in Wales:<br>education and early years **literaturechanges** in consumer activitydevelopments in hom...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'literature' and 'changes' are merged due to a parsing error and should be separated by punctuation.
18,34,activitydevelopments,...rly years literaturechanges in consumer **activitydevelopments** in home appliancesadvertising and the p...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'activity' and 'developments' are merged due to a parsing error and should be separated by punctuation.
19,34,appliancesadvertising,...n consumer activitydevelopments in home **appliancesadvertising** and the pressgovernment reports and leg...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'appliances' and 'advertising' are merged due to a parsing error and should be separated by punctuation.
20,34,pressgovernment,...s in home appliancesadvertising and the **pressgovernment** reports and legislationthe Second World...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Two distinct words, 'press' and 'government', have been merged due to a PDF conversion error."
21,34,legislationthe,...ing and the pressgovernment reports and **legislationthe** Second World Warthe availability – and ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Two distinct words, 'legislation' and 'the', have been merged due to a PDF conversion error."
22,34,Warthe,...reports and legislationthe Second World **Warthe** availability – and new types – of emplo...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Two distinct words, 'War' and 'the', have been merged due to a PDF conversion error."
23,43,ExamplesLearners,...                                      | **ExamplesLearners** are encouraged to debate and respond to...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The label 'Examples' has been merged with the start of the following sentence due to a PDF conversion artifact.
24,43,ExamplesLearners,...                                      | **ExamplesLearners** can use a range of reading techniques s...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The label 'Examples' has been merged with the start of the following sentence due to a PDF conversion artifact.
25,43,ExamplesDebating,...                                      | **ExamplesDebating** the most important reason why an event ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The label 'Examples' has been merged with the start of the following phrase due to a PDF conversion artifact.
26,45,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The compound adjective 'evidence-based' requires a hyphen for correct British English spelling, indicating a parsing error."
27,46,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The compound adjective 'cross-curricular' requires a hyphen for correct British English spelling, indicating a parsing error."
