issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,14,href,"...is can be illustrated using isovels: <a **href**=""Mailto:CrossSection Velocity Uniform.J...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,`href` is a correct HTML attribute and not a linguistic error.
1,14,CrossSection,"...ustrated using isovels: <a href=""Mailto:**CrossSection** Velocity Uniform.JPG"">CrossSection Velo...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,`CrossSection` is part of a filename and is correct in that context.
2,14,CrossSection,"...ilto:CrossSection Velocity Uniform.JPG"">**CrossSection** Velocity Uniform.JPG</a> (366×247) (coo...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"`CrossSection` is part of the displayed link text, mirroring the filename, and is correct in this context."
3,16,Cross section,"... of the river, on the flat floodplain.  **Cross section** through a meander diagram: [meander-cro...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,`Cross section` should be hyphenated as `cross-section` when used as a compound noun or adjective in this context.
4,17,outside of,"...e processes operating on the inside and **outside of** the bends, the position of the meander ...",PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,The word `of` is often redundant after `outside` and can be omitted for conciseness.
5,17,cross section,...ormation - use data to plot and label a **cross section** through a meander  {18}----------------...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,`cross section` should be hyphenated as `cross-section` when used as a compound noun in this context.
6,18,cross section,...ds. previously deforested.  - annotated **cross section** through a meander to explain meander - ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,`cross section` should be hyphenated as `cross-section` when used as a compound noun in this context.
7,18,and,...rial deposited is known as silt/alluvium** and** it is highly fertile and so floodplains...,PassCode.LTC,ErrorCategory.POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma before `and` would improve clarity as it separates two independent clauses.
8,19,Pa storal,...ple use rivers and their landforms :  - **Pa storal** farming: rearing animals on the floodpl...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,`Pa storal` is a parsing error; it should be `Pastoral`.
9,19,socio -economic,"... ground . - Tourism: Although there are **socio -economic** positives attached with tourism, there ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,`socio -economic` is a parsing error; it should be `socio-economic`.
10,24,zig zag,...portation of beach sediment occurs in a **zig zag** pattern. This is known as Longshore Dri...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The compound noun 'zig-zag' should be hyphenated or written as one word 'zigzag' in UK English.
11,25,summertime,...steeper.  Waves have less energy in the **summertime** due to a reduction in storm activity an...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,98,'Summertime' is correctly written as a single word in this context.
12,25,summertime,...re is greater coastal deposition in the **summertime** making the beach profile gentler.  {26}...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,98,'Summertime' is correctly written as a single word in this context.
13,30,iCzeRDDODaIILtYPFvfPOw,...k woodland emerges. Sand dunes Diagram: **iCzeRDDODaIILtYPFvfPOw**_b.png (764×420) (quizlet.com). Sand dun...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,This string is part of a filename/URL and not a linguistic error in the document text.
14,32,sand banks,...a life if sand is removed from offshore **sand banks** .  Beach Management Video: [Soft engine...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,95,The compound noun 'sandbank' should be written as a single word in UK English.
15,35,wjec,...diversity and inclusion (EDI) Guidance: **wjec**_gcse_geography_guidance.pdf Classificat...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,WJEC is an acronym for the organisation and should be capitalised.
16,35,gcse,...sity and inclusion (EDI) Guidance: wjec_**gcse**_geography_guidance.pdf Classifications ...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,GCSE is an acronym and should be capitalised.
17,35,outside of,"...to another country in an irregular way, **outside of** the regulatory norms, or remaining in a...",PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,80,'Outside' is more concise and grammatically sufficient than 'outside of' in this context.
18,40,non -political,... of prosecutions genuinely arising from **non -political** crimes or from acts contrary to the pur...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The compound adjective 'non-political' requires a hyphen without a space in UK English.
19,41,uk,...life is like for migrants who arrive on **uk** shores](https://www.youtube.com/watch?v...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,UK is an acronym for United Kingdom and should be capitalised.
20,41,youtube,...ww.youtube.com/watch?v=f_9kwOtCMZk)  [\(**youtube**.com\)](https://www.youtube.com/watch?v=...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'youtube' is correctly used as part of a URL display.
21,44,apartments,...l/cultural buildings - high rise luxury **apartments** - gated communities - tertiary industry...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'apartments' is correctly spelled and used as a plural noun.
22,45,apartments,"...rom the CBD - smaller, expensive luxury **apartments** are in redeveloped inner -city location...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'apartments' is correctly spelled and used as a plural noun.
23,45,peripheria,"...rt routes - basic housing, known as the **peripheria** , is located between the high -cost hou...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,'peripheria' is a specific geographical term used correctly in context and explicitly defined.
24,46,although,...d plains are flat and easier to build on** although** the flood risk makes them unfavourable ...,PassCode.LTC,ErrorCategory.POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,75,"A comma before 'although' would improve readability when connecting two independent clauses, but its omission is not a strict grammatical error."
25,46,Sao Paulo,...es could include:  - Cardiff - London - **Sao Paulo** - Mumbai.  #### Suggested learning acti...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Sao Paulo' is the correct spelling of a proper noun (city name).
26,47,Sao Paulo,"...Buenos Aires (16.8m), Tokyo (37.3m) and **Sao Paulo** (22.6m). City population data: Largest ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Sao Paulo' is the correct spelling of a proper noun (city name).
27,47,top rated,...diums</li><li>innovation – location for **top rated** universities or leading in research and...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,'top-rated' should be hyphenated as a compound adjective preceding the noun it modifies.
